RestaurantName,PhoneNumber,ReviewCount,Rating,Price,Address,Longitude,Latitude,UrlLink,State,RefId
Domino's Pizza,(734) 528-1111,10,3.5,1,"['4910 Washtenaw Ave', 'Ann Arbor, MI 48108']",-83.6627578735352,42.2501525878906,https://www.yelp.com/biz/dominos-pizza-ann-arbor-6?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,HEf_uhuwEdR6pVOHSaKzhg
Cottage Inn Pizza,(734) 995-9101,30,2.5,1,"['1141 Broadway St', 'Ann Arbor, MI 48105']",-83.7370508638063,42.2907283715655,https://www.yelp.com/biz/cottage-inn-pizza-ann-arbor-14?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,qXOVdBsytsVfVIXgYwz3Rg
Ann Arbor Fish & Chicken,(734) 544-1833,36,4.0,0,"['4872 Washtenaw Ave', 'Ann Arbor, MI 48108']",-83.6646645,42.2506884,https://www.yelp.com/biz/ann-arbor-fish-and-chicken-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,dtX1MT3m2gnLHPJVGFayZA
Domino's Pizza,(734) 769-4444,3,2.0,1,"['716 Packard St', 'Ann Arbor, MI 48104']",-83.7403999,42.2704499,https://www.yelp.com/biz/dominos-pizza-ann-arbor-10?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,4jDNfTFqVPPX0hNrAF3sFw
Stadium Deli & Wine Shop,(734) 662-2885,9,4.5,1,"['1956 S Industrial Hwy', 'Ann Arbor, MI 48104']",-83.7380524,42.258049,https://www.yelp.com/biz/stadium-deli-and-wine-shop-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,Wiry4DuTOnTR7H_G69MZFg
Domino's Farm Corporation,(734) 994-8751,2,4.0,0,"['24 Frank Lloyd Wright Dr', 'Ann Arbor, MI 48105']",-83.6829223632812,42.3180274963379,https://www.yelp.com/biz/dominos-farm-corporation-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,Duws05grC5gej1OFOQo4EA
Mr Spots,(734) 747-7768,109,4.0,1,"['808 S State St', 'Ann Arbor, MI 48104']",-83.7407532,42.2716217,https://www.yelp.com/biz/mr-spots-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,WQGUTUmR5uge1Z6PZYd4Rw
Benzina's Bistro Dukes Fried Chicken,(734) 528-4243,1,4.0,0,"['3150 W Michigan Ave', 'Ypsilanti, MI 48197']",-83.658675,42.221197,https://www.yelp.com/biz/benzinas-bistro-dukes-fried-chicken-ypsilanti?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,mdfXiPz9Blrge1KEgPFkoA
Brown Jug,(734) 761-3355,135,3.0,1,"['1204 S University Ave', 'Ann Arbor, MI 48104']",-83.7342834,42.2748299,https://www.yelp.com/biz/brown-jug-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,QTP6pGpqQKg3Tm3wAcMKIg
Happy's Pizza,(734) 434-3333,31,2.0,1,"['2997 Washtenaw Ave', 'Ypsilanti, MI 48197']",-83.66072,42.249669,https://www.yelp.com/biz/happys-pizza-ypsilanti-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,gh3o_DDXuS9S08LWRXrIZw
Breakfast House,(734) 995-5095,2,4.0,0,"['618 Church St', 'Ann Arbor, MI 48104']",-83.734958,42.274277,https://www.yelp.com/biz/breakfast-house-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,OTLUg4tVOSkRghMOLBwgKA
Frita Batidos,(734) 761-2882,1801,4.5,2,"['117 W Washington St', 'Ann Arbor, MI 48104']",-83.7491532,42.2803651,https://www.yelp.com/biz/frita-batidos-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,uTMqhmpgfpDMLN3W3YvMeQ
Burger 1,(734) 215-6660,21,4.5,0,"['1771 Plymouth Rd', 'Ann Arbor, MI 48105']",-83.719662,42.298433,https://www.yelp.com/biz/burger-1-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,8DP6HU2O9u7dIaYuqKGIig
Krazy Jim's Blimpy Burger,(734) 663-4590,221,3.5,1,"['304 S Ashley St', 'Ann Arbor, MI 48104']",-83.7500222,42.2793178,https://www.yelp.com/biz/krazy-jims-blimpy-burger-ann-arbor-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,RwHu5lDLO47p8VHdCvaE1Q
Shake Shack,,94,3.5,2,"['3030 Washtenaw Ave', 'Ste 107', 'Ann Arbor, MI 48104']",-83.698913,42.257075,https://www.yelp.com/biz/shake-shack-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,39qK4WYI7NRBojsdllqRkQ
RAPPOURT,(734) 929-2430,162,4.0,2,"['2721 Plymouth Rd', 'Ann Arbor, MI 48105']",-83.706674,42.30422,https://www.yelp.com/biz/rappourt-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,GxLFlEdzTeLO7i2Ide_7gQ
HopCat,(734) 436-2875,385,3.5,2,"['311 Maynard', 'Ann Arbor, MI 48104']",-83.7418388478851,42.2789617521342,https://www.yelp.com/biz/hopcat-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,JX2dAKjq-yJPAfJbpn6nMA
Haymaker Public House,(734) 997-5399,131,4.0,2,"['203 E Washington St', 'Ann Arbor, MI 48104']",-83.7470998987556,42.2805564228967,https://www.yelp.com/biz/haymaker-public-house-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,tRRg6-Qb6kkPyrZ0vdfI7w
First Bite,(734) 369-4765,88,5.0,2,"['108 S Main St', 'Ann Arbor, MI 48104']",-83.7489,42.2811,https://www.yelp.com/biz/first-bite-ann-arbor-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,j7Ukf82vXmCYImj2smZkWQ
Five Guys,(734) 971-5050,43,3.0,2,"['3601 Washtenaw Ave', 'Ann Arbor, MI 48104']",-83.6881114,42.256091053828094,https://www.yelp.com/biz/five-guys-ann-arbor-8?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,ORnGPS4TR-usTrMD8UqgrA
Jolly Pumpkin Cafe & Brewery,(734) 913-2730,905,4.0,2,"['311 S Main St', 'Ann Arbor, MI 48104']",-83.748462,42.279168,https://www.yelp.com/biz/jolly-pumpkin-cafe-and-brewery-ann-arbor-8?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,ZJVhCAjBeRlzLhgRVVJD5Q
Five Guys,(734) 997-5050,32,3.5,2,"['3155 Ann Arbor Saline Rd', 'Ste A', 'Pittsfield, MI 48103']",-83.76917,42.240426,https://www.yelp.com/biz/five-guys-pittsfield-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,NxJEX3U_rCHMZn8OJKU-nQ
Mr Spots,(734) 747-7768,109,4.0,1,"['808 S State St', 'Ann Arbor, MI 48104']",-83.7407532,42.2716217,https://www.yelp.com/biz/mr-spots-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,WQGUTUmR5uge1Z6PZYd4Rw
Lefty's Ann Arbor LA2,(734) 929-2122,10,4.0,0,"['3157 Ann Arbor-Saline Rd', 'Ann Arbor, MI 48108']",-83.769453,42.240212,https://www.yelp.com/biz/leftys-ann-arbor-la2-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,XADd6_CGr3GSQyHMNbyrIw
Ashley's Restaurant,(734) 996-9191,437,3.5,2,"['338 S State St', 'Ann Arbor, MI 48104']",-83.74114,42.27808,https://www.yelp.com/biz/ashleys-restaurant-ann-arbor-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,lLsG4YKZfM1c2QPKeZFvgQ
Sava's,(734) 623-2233,1163,4.0,2,"['216 S State St', 'Ann Arbor, MI 48104']",-83.7409649,42.279605,https://www.yelp.com/biz/savas-ann-arbor?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,MI,Fv2VLzVj9ATLcTbFehTDjg
