RestaurantName,PhoneNumber,ReviewCount,Rating,Price,Address,Longitude,Latitude,UrlLink,State,RefId
Bamboo on 2nd,(205) 703-0551,344,4.5,2,"['2212 2nd Ave N', 'Birmingham, AL 35203']",-86.80305242883553,33.51707612757072,https://www.yelp.com/biz/bamboo-on-2nd-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,cpCHZmd3bQH6zADw67o9uw
Blue Pacific At Hoover Foodmart,(205) 978-0754,276,4.5,1,"['3219 Lorna Rd', 'Birmingham, AL 35216']",-86.80042,33.39689,https://www.yelp.com/biz/blue-pacific-at-hoover-foodmart-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,ERQ7Gf3iHXqgZN344eDj8A
Perry's Steakhouse & Grille - Birmingham,(205) 968-1597,397,4.5,3,"['4 Perimeter Park S', 'Birmingham, AL 35243']",-86.72524,33.43814,https://www.yelp.com/biz/perrys-steakhouse-and-grille-birmingham-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,r8L1W2m6o-VCyw9hv4F5rw
Big Spoon Creamery,(205) 703-4712,244,4.5,1,"['4000 3rd Ave S', 'Ste 104', 'Birmingham, AL 35222']",-86.775494934365,33.523116342601,https://www.yelp.com/biz/big-spoon-creamery-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,LwPl_lKUI2CdrIkc33tbdw
Falafel cafe,(205) 868-3999,154,5.0,1,"['401 19th St S', 'Ste 100', 'Birmingham, AL 35233']",-86.80287,33.50805,https://www.yelp.com/biz/falafel-cafe-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,7jcQBbhUc1vPEpf1Vbs8tA
Paramount Bar,(205) 320-2824,331,4.5,2,"['200 20th St N', 'Birmingham, AL 35203']",-86.8065519751465,33.5154522532243,https://www.yelp.com/biz/paramount-bar-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,MLsjpnNWkCy8b2gOdDDjwg
EastWest,(205) 202-4496,222,4.5,2,"['2306 2nd Ave N', 'Birmingham, AL 35203']",-86.8021,33.5178,https://www.yelp.com/biz/eastwest-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,dBOti0H0MjdaTw0QiDKZJg
Good People Brewing,(205) 286-2337,233,4.5,1,"['114 14th St S', 'Birmingham, AL 35233']",-86.81218,33.506981,https://www.yelp.com/biz/good-people-brewing-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,6NSlbdNQnppHh9yrPCLZhw
Saw's Juke Joint - Crestline,(205) 745-3920,295,4.5,2,"['1115 Dunston Ave', 'Birmingham, AL 35213']",-86.7363591,33.514942,https://www.yelp.com/biz/saws-juke-joint-crestline-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Dvy028vc3F4WJbkZwf4rJQ
Eugene's Hot Chicken,(205) 322-7555,324,4.5,2,"['2268 9th Ave N', 'Birmingham, AL 35203']",-86.807596,33.524938,https://www.yelp.com/biz/eugenes-hot-chicken-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,_VFh0GXw0nwj8GNTIvLiCA
Melt Avondale,(205) 917-5000,320,4.0,2,"['4105 4th Ave S', 'Birmingham, AL 35222']",-86.772773,33.522689,https://www.yelp.com/biz/melt-avondale-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,ZdZzp-nqhVVSS964_Rxp_A
SAW's BBQ,(205) 879-1937,559,4.5,2,"['1008 Oxmoor Rd', 'Homewood, AL 35209']",-86.80825,33.47388,https://www.yelp.com/biz/saws-bbq-homewood-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,ABK0EgFGXw_JmNNDXhyJrw
Saigon Noodle House,(205) 408-1800,317,4.5,2,"['4606 Hwy 280', 'Ste 108', 'Birmingham, AL 35242']",-86.7098522186279,33.4279314128122,https://www.yelp.com/biz/saigon-noodle-house-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,jaZOyPmLrUNp8fSGhQAZlQ
T-Bone's Authentic Philly Style Cheesesteaks and Hoagies,(205) 582-9993,234,4.5,1,"['1017 20th St S', 'Birmingham, AL 35205']",-86.7967606,33.5015907,https://www.yelp.com/biz/t-bones-authentic-philly-style-cheesesteaks-and-hoagies-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,SpurabQsqvnMDdYd_k6YtQ
Nori Thai and Sushi Restaurant,(205) 970-7570,242,4.5,2,"['4704 Cahaba River Rd', 'Birmingham, AL 35243']",-86.737773,33.432277,https://www.yelp.com/biz/nori-thai-and-sushi-restaurant-birmingham-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,zkBEZgUI2bD8ZuCYzHZ8Sg
Birmingham Botanical Gardens,(205) 414-3950,90,5.0,0,"['2612 Lane Park Rd', 'Birmingham, AL 35223']",-86.776021,33.490921,https://www.yelp.com/biz/birmingham-botanical-gardens-birmingham-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,KhqnN28WQZFzfzXAj08kpQ
Eli's Jerusalem Grill,(205) 637-3658,310,4.5,2,"['4673 Hwy 280', 'Birmingham, AL 35223']",-86.7013690620661,33.4246228225051,https://www.yelp.com/biz/elis-jerusalem-grill-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,AdQ1Y4uX6z1M6UcIgvLRAA
Birmingham Civil Rights Institute,(205) 328-9696,108,5.0,0,"['520 16th St N', 'Birmingham, AL 35203']",-86.815014,33.516004,https://www.yelp.com/biz/birmingham-civil-rights-institute-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Ub8nmpPFcObR5f9XuMdhHw
Seeds Coffee - Homewood,(205) 259-6405,134,4.5,2,"['174 Oxmoor Rd', 'Birmingham, AL 35209']",-86.82911,33.46122,https://www.yelp.com/biz/seeds-coffee-homewood-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,QGh7T2JRqVu6OtU18-u4Lw
Big Bad Breakfast - Homewood,(205) 666-7099,359,4.5,2,"['1926 29th Ave S', 'Homewood, AL 35209']",-86.7882875,33.4795618,https://www.yelp.com/biz/big-bad-breakfast-homewood-homewood-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Gx768xsr5SYFTp8IHdPR9g
Giuseppe's Cafe,(205) 324-2626,210,4.5,2,"['925 8th St S', 'Birmingham, AL 35205']",-86.8140072,33.4946995,https://www.yelp.com/biz/giuseppes-cafe-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,UC0cSzKQP5i1wfvX23wyTA
Five Bar,(205) 868-3841,334,4.0,2,"['744 29th St S', 'Birmingham, AL 35233']",-86.786649,33.51044,https://www.yelp.com/biz/five-bar-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,lDv9iVnL5McSbx83LFeozg
Masaman Thai Kitchen,(205) 200-0711,158,4.5,2,"['790 Montgomery Hwy', 'Ste 104', 'Birmingham, AL 35216']",-86.7925914481406,33.444254326587,https://www.yelp.com/biz/masaman-thai-kitchen-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,BZVeJ5fT1SLz1oQheSwUdA
The Atomic Lounge,,153,4.5,2,"['2113 1st Ave N', 'Birmingham, AL 35203']",-86.80343,33.51518,https://www.yelp.com/biz/the-atomic-lounge-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,ENWIEqw4XQNIiM6z3tNHwQ
Rojo,(205) 328-4733,326,4.0,2,"['2921 Highland Ave S', 'Birmingham, AL 35205']",-86.781024,33.5060159,https://www.yelp.com/biz/rojo-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,qmPg7AZ6iLsvo_mOEKEJCA
The Collins Bar,(205) 323-7995,210,4.5,2,"['2125 2nd Ave N', 'Birmingham, AL 35203']",-86.803801719475,33.5164804310902,https://www.yelp.com/biz/the-collins-bar-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,c6S4MM2ul2So2JLFVMwi_A
Wasabi Juan's,(205) 703-8891,252,4.5,2,"['2201 2nd Ave S', 'Ste 105', 'Birmingham, AL 35233']",-86.79992,33.51211,https://www.yelp.com/biz/wasabi-juans-birmingham-5?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,i4u6AAkFpO1V5v5CwRY6kg
Dos Hermanos Taco Truck,,121,5.0,1,"['215 W Valley Ave', 'Birmingham, AL 35209']",-86.83613,33.46531,https://www.yelp.com/biz/dos-hermanos-taco-truck-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,MOtbEYaeOk6Mv7WBx42Iyg
Railroad Park,(205) 521-9933,101,4.5,0,"['1600 1st Ave S', 'Birmingham, AL 35233']",-86.8095,33.50952,https://www.yelp.com/biz/railroad-park-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,DX6_1DklNun8nP8K0r_80Q
Shiki,(205) 783-5222,222,4.0,2,"['300 Hallman Hill E', 'Ste 109', 'Birmingham, AL 35209']",-86.78945,33.478301,https://www.yelp.com/biz/shiki-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,kHNzZ_sei_C8wTS5egyg2A
Makarios,(205) 731-7414,250,4.0,2,"['940 20th St S', 'Birmingham, AL 35205']",-86.797564,33.502014,https://www.yelp.com/biz/makarios-birmingham-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,803dy2aKXfIdS0jfc1k4JQ
Urban Cookhouse,(205) 879-0883,212,4.0,2,"['1920 29th Ave S', 'Birmingham, AL 35209']",-86.788776,33.479907,https://www.yelp.com/biz/urban-cookhouse-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,FD9tmTcb48HLJTImiuafZw
Avondale Common House,(205) 703-9895,243,4.0,2,"['4100 3rd Ave S', 'Birmingham, AL 35222']",-86.7739483021385,33.5240510206108,https://www.yelp.com/biz/avondale-common-house-birmingham-5?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,y9Vy_8ZJPLAIaiEIsOcCXA
Ruby Sunshine,(205) 496-8710,229,4.5,2,"['1017 Oxmoor Rd', 'Birmingham, AL 35209']",-86.807695,33.473441,https://www.yelp.com/biz/ruby-sunshine-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,6f-MRyZzHMaXgwNFwYQcug
Pies & Pints,(205) 716-1085,266,4.0,2,"['125 20th St S', 'Birmingham, AL 35233']",-86.8031881028836,33.5111115161834,https://www.yelp.com/biz/pies-and-pints-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,-EqO_qda80020GWFWrCOKw
Birmingham Fig Tree,(205) 969-6711,224,4.5,2,"['3160 Cahaba Heights Rd', 'Birmingham, AL 35243']",-86.7336712,33.454756,https://www.yelp.com/biz/birmingham-fig-tree-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,GXSb-APWFMfZtS4YmqidHg
Slice Pizza & Brewhouse - Lakeview,(205) 715-9300,339,4.0,2,"['725 29th St S', 'Birmingham, AL 35233']",-86.786411,33.5112443,https://www.yelp.com/biz/slice-pizza-and-brewhouse-lakeview-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,vGQy320jQkgoX0HeYeF_Vg
Five Point Public House Oyster Bar,(205) 918-0726,254,4.0,2,"['1210 20th St S', 'Birmingham, AL 35205']",-86.7956741899252,33.4991101920605,https://www.yelp.com/biz/five-point-public-house-oyster-bar-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Gg1bu2z_3IjXIVQG2u2nDg
Carrigan’s Beer Garden,(205) 440-2910,229,4.5,2,"['2910 6th Ave S', 'Birmingham, AL 35233']",-86.78786,33.51353,https://www.yelp.com/biz/carrigan-s-beer-garden-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Try-tv9KmXvtWibL97xncw
Another Broken Egg Cafe,(205) 871-7849,370,4.0,2,"['2418 Montevallo Rd', 'Mountain Brook, AL 35223']",-86.7731,33.48444,https://www.yelp.com/biz/another-broken-egg-cafe-mountain-brook?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,o44OS50Dc2fiEZXHYAgoxA
Moose's Tooth,(907) 258-2537,2354,4.5,2,"['3300 Old Seward Hwy', 'Anchorage, AK 99503']",-149.86878140741,61.1905345745827,https://www.yelp.com/biz/mooses-tooth-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,1c52QZlCSxaJFrg1cnkrKA
Snow City Cafe,(907) 272-2489,1815,4.5,2,"['1034 W 4th Ave', 'Anchorage, AK 99501']",-149.903391609428,61.2184199057176,https://www.yelp.com/biz/snow-city-cafe-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,DkDx4uEN7UxRVMmH9y8Z_w
Glacier BrewHouse,(907) 274-2739,2078,4.0,2,"['737 W 5th Ave', 'Ste 110', 'Anchorage, AK 99501']",-149.896668,61.217783,https://www.yelp.com/biz/glacier-brewhouse-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,3olyNdEGCUfoMXnC-0ZiLg
International House Of Hotdogs,(907) 227-3081,346,5.0,2,"['415 L St', 'Anchorage, AK 99501']",-149.90314,61.21826,https://www.yelp.com/biz/international-house-of-hotdogs-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,cyNCBXEmIvoc0LLK87W0Ng
Tommy's Burger Stop,(907) 561-5696,459,4.5,2,"['1106 W 29th Pl', 'Anchorage, AK 99503']",-149.904509,61.19358,https://www.yelp.com/biz/tommys-burger-stop-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,KzkHHKBBRqpNmFf3Xa1hgQ
49th State Brewing Co - Anchorage,(907) 277-7727,1099,4.0,2,"['717 West 3rd Ave', 'Anchorage, AK 99514']",-149.896087646484,61.2197494506836,https://www.yelp.com/biz/49th-state-brewing-co-anchorage-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,HmNJNYapb6U4QzT4McPNCA
Spenard Roadhouse,(907) 770-7623,655,4.0,2,"['1049 W Northern Lights Blvd', 'Anchorage, AK 99503']",-149.90314,61.19558,https://www.yelp.com/biz/spenard-roadhouse-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,2_fEWxdi7DnI6L56PEZv_A
Simon & Seafort's Saloon & Grill,(907) 274-3502,908,4.0,3,"['420 L St', 'Anchorage, AK 99501']",-149.904281616211,61.2179985046387,https://www.yelp.com/biz/simon-and-seaforts-saloon-and-grill-anchorage-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,J9ZUfLgRwEkU_GEFuaVm_Q
Granny B's Cafe,(907) 563-0476,255,4.5,2,"['1201 W Tudor Rd', 'Ste 2', 'Anchorage, AK 99503']",-149.90613,61.18101,https://www.yelp.com/biz/granny-bs-cafe-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,tvrCGCvSxm0Kp9hgvc6hhw
Bear Tooth Theatre Pub,(907) 276-4200,415,4.5,2,"['1230 W 27th Ave', 'Ste B', 'Anchorage, AK 99503']",-149.907248783846,61.1960247699159,https://www.yelp.com/biz/bear-tooth-theatre-pub-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,t4PrJQ0ueJlWRnBrvlLNdg
WooHoo! Ice cream,(907) 351-3087,150,5.0,1,"['5881 Arctic Blvd', 'Anchorage, AK 99518']",-149.89721,61.16753,https://www.yelp.com/biz/woohoo-ice-cream-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,TCJue1VI8UWmTrs_4TiWVQ
Great Harvest Bread - Anchorage,(907) 274-3331,200,4.5,2,"['570 E Benson Blvd', 'Ste 22', 'Anchorage, AK 99503']",-149.87311,61.19273,https://www.yelp.com/biz/great-harvest-bread-anchorage-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,la6OOYZRQbfqD7uk8h4hTA
Sushi & Sushi,(907) 333-9999,400,4.0,2,"['3337 Fairbanks St', 'Anchorage, AK 99503']",-149.8702,61.18973,https://www.yelp.com/biz/sushi-and-sushi-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,hlycOty0-qY7ZA4Lfi4r3g
Fire Island Rustic Bakeshop,(907) 569-0001,251,4.5,2,"['1343 G St', 'Anchorage, AK 99501']",-149.894931,61.208871,https://www.yelp.com/biz/fire-island-rustic-bakeshop-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,hf-6AGHrlRC8cVB1pZ7Khw
Turkish Delight,(907) 258-3434,178,4.5,2,"['2210 E Northern Lights Blvd', 'Ste 110', 'Anchorage, AK 99508']",-149.839297905564,61.1947332388357,https://www.yelp.com/biz/turkish-delight-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,v0_LbDE-BaJ9SjgwVSygug
