RestaurantName,PhoneNumber,ReviewCount,Rating,Price,Address,Longitude,Latitude,UrlLink,State,RefId
Pizzeria GM,(205) 905-3266,133,4.0,2,"['600 Oak Grove Rd', 'Homewood, AL 35209']",-86.8298541,33.4599016,https://www.yelp.com/biz/pizzeria-gm-homewood?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,RR9GT1mO8fkrpoDDHWOIng
Giuseppe's Cafe,(205) 324-2626,210,4.5,2,"['925 8th St S', 'Birmingham, AL 35205']",-86.8140072,33.4946995,https://www.yelp.com/biz/giuseppes-cafe-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,UC0cSzKQP5i1wfvX23wyTA
New York Pizza,(205) 871-4000,84,3.5,2,"['1010 Oxmoor Rd', 'Birmingham, AL 35209']",-86.80811,33.47404,https://www.yelp.com/biz/new-york-pizza-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,zesJAV2IpMrrAvTpOFy5AA
DeVinci's,(205) 879-1455,89,3.5,2,"['2707 18th St S', 'Homewood, AL 35209']",-86.79138,33.48261,https://www.yelp.com/biz/devincis-homewood?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,nPMVm-lWxgQcDbgPNlEDNA
Little Italy's Pizza and Pints,(205) 224-5775,91,3.5,2,"['1924 11th Ave S', 'Birmingham, AL 35205']",-86.79678,33.5005499,https://www.yelp.com/biz/little-italys-pizza-and-pints-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,qOxEwJSQdHApTzcN9f0mjA
Trattoria Zaza,(205) 202-6207,308,4.5,2,"['207A 20th St N', 'Birmingham, AL 35203']",-86.8063214091213,33.5155820048533,https://www.yelp.com/biz/trattoria-zaza-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,zWAQqP0zVzTMYA_0r-EjoA
The Filling Station,(205) 592-3455,222,3.5,2,"['5524 Crestwood Blvd', 'Birmingham, AL 35212']",-86.7473438614045,33.5291566040553,https://www.yelp.com/biz/the-filling-station-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,IaZJrcQ8Zk7AGBb4DWs5sA
Mellow Mushroom - Birmingham,(205) 212-9420,93,4.0,2,"['1200 20th St S', 'Ste 100', 'Birmingham, AL 35205']",-86.7959432,33.49926213924002,https://www.yelp.com/biz/mellow-mushroom-birmingham-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Lvfd9P3i35N5pXpHFEnNBw
Post Office Pies,(205) 848-2092,7,3.5,0,"['270 Rele St', 'Mountain Brook, AL 35223']",-86.7738056067707,33.4864144869909,https://www.yelp.com/biz/post-office-pies-mountain-brook?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,9UO8Y6rGr-P40AFyQsDmCg
Slice Pizza & Brewhouse,(205) 557-5423,68,4.0,2,"['3104 Timberlake Dr', 'Birmingham, AL 35243']",-86.73576,33.43243,https://www.yelp.com/biz/slice-pizza-and-brewhouse-birmingham-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,ZXZpDrHO2OZcvIVbsz5jLA
Lé Fresca,(205) 593-4241,46,4.5,0,"['2218 2nd Ave N', 'Birmingham, AL 35203']",-86.8028182536363,33.517221,https://www.yelp.com/biz/l%C3%A9-fresca-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,l_HbKtBMZFmYIjI1UQi3Jw
Bettola,(205) 731-6499,182,4.0,2,"['2930 3rd Ave S', 'Birmingham, AL 35233']",-86.79007418037197,33.516617264848286,https://www.yelp.com/biz/bettola-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,Ez96Sc1kIkH1SYrV53vXgA
Basil Pizza & Bar,(205) 224-4465,91,3.5,2,"['1101 Dunston Ave', 'Birmingham, AL 35213']",-86.7367595,33.5149351,https://www.yelp.com/biz/basil-pizza-and-bar-birmingham-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,2hUOxZBhYGTb73Q-_EZA8w
North Italia,(205) 970-4182,32,4.5,0,"['225 Summit Blvd', 'Ste 1100', 'Birmingham, AL 35243']",-86.72756875889283,33.448842099991765,https://www.yelp.com/biz/north-italia-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,t4vs3w06A6SoB6uPR7pChw
Your Pie,(205) 202-5598,89,3.5,1,"['2311 Richard Arrington Junior Blvd N', 'Birmingham, AL 35203']",-86.80749,33.5263,https://www.yelp.com/biz/your-pie-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,mFxRU1HfgBOpd1p11kWUjg
Salvatore's Pizza And Pasta,(205) 991-2881,62,3.5,2,"['4673 Highway 280', 'Ste 1', 'Birmingham, AL 35242']",-86.701548,33.424771,https://www.yelp.com/biz/salvatores-pizza-and-pasta-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,N0egB6SyMh_LnX85NKcaMg
Ruscelli's,(205) 910-8543,9,4.0,2,"['2801 7th Ave S', 'Birmingham, AL 35233']",-86.78841342617659,33.511118882640965,https://www.yelp.com/biz/ruscellis-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,abctWfYwllNj-nufD8QcOg
Johnny Brusco's New York Style Pizza,(205) 637-5270,69,3.5,2,"['2516 Rocky Ridge Rd', 'Ste 11', 'Vestavia Hills, AL 35243']",-86.773437,33.424953,https://www.yelp.com/biz/johnny-bruscos-new-york-style-pizza-vestavia-hills?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,t9JgVFVBqZIRUAynRSVOqA
Alfredo's Pizza Cafe,(205) 917-3737,82,4.0,1,"['803 Green Springs Hwy', 'Homewood, AL 35209']",-86.8187151,33.4619404,https://www.yelp.com/biz/alfredos-pizza-cafe-homewood?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,LE-yHLpV-ctF36nMXpUnQQ
Baker's Famous Pizza,(205) 822-4848,28,4.0,1,"['757 Shades Mountain Plz', 'Birmingham, AL 35226']",-86.8445836007595,33.4139493852854,https://www.yelp.com/biz/bakers-famous-pizza-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,0I5WxR6tscGOvI10FSor2g
Mom's Kitchen,,1,4.0,0,"['4350 3rd Ct S', 'Birmingham, AL 35222']",-86.767269,33.526537,https://www.yelp.com/biz/moms-kitchen-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,AuL4gXGOoF_Cl4x6SffgAw
Papa John's Pizza,(205) 933-6900,19,3.5,1,"['1429 11Th Avenue South', 'Birmingham, AL 35205']",-86.803951,33.496695,https://www.yelp.com/biz/papa-johns-pizza-birmingham-9?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,RTgqRDhcoRq6zyYj_eEENQ
Salvatore's Pizza,(205) 823-7206,62,3.5,2,"['1594 Montgomery Hwy', 'Hoover, AL 35216']",-86.806609,33.402128,https://www.yelp.com/biz/salvatores-pizza-hoover-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,2_L7qcgan47rItiRX2MLqw
"Reyes Pizza, Ice Cream & More",(205) 956-2806,45,4.5,1,"['5415 Beacon Dr', 'Ste 133', 'Irondale, AL 35210']",-86.693722,33.530104,https://www.yelp.com/biz/reyes-pizza-ice-cream-and-more-irondale?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,rBNZxxGxJ6KFjrpLZJ7f7Q
Pazzo! Big Slice Pizza,(205) 383-3303,100,3.0,2,"['1678 Montgomery Hwy', 'Ste 101A', 'Hoover, AL 35216']",-86.8066913,33.3915072,https://www.yelp.com/biz/pazzo-big-slice-pizza-hoover-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,XEjwH4ljYLrNdSdP8cDrvQ
Mellow Mushroom Hoover,(205) 981-9914,71,3.5,2,"['920 Inverness Cors', 'Birmingham, AL 35242']",-86.6954933001491,33.4161503282601,https://www.yelp.com/biz/mellow-mushroom-birmingham-4?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,RE7Z0KSyqCb0HNB_4K_q_w
Marco's Pizza,(205) 624-3333,21,3.5,2,"['1960 Braddock Dr', 'Hoover, AL 35226']",-86.80839,33.40311,https://www.yelp.com/biz/marcos-pizza-hoover-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,PnqDTOzUcc7dllXZ7VCIPw
Domino's Pizza,(205) 320-0220,30,3.5,1,"['726 23rd St S', 'Birmingham, AL 35233']",-86.7953776856777,33.5068581584103,https://www.yelp.com/biz/dominos-pizza-birmingham-15?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,0CCB-eNJtQLK3HVbO0Ml8A
Gianmarco's Restaurant,(205) 871-9622,430,4.5,2,"['721 Broadway St', 'Birmingham, AL 35209']",-86.81252,33.46221,https://www.yelp.com/biz/gianmarcos-restaurant-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,dKvvDoYppcVnAirRXbN3Xw
Moon Shine,(205) 731-3600,64,3.5,2,"['1928 1st Ave N', 'Birmingham, AL 35203']",-86.80596,33.51455,https://www.yelp.com/biz/moon-shine-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,e545Z75Q5IIFsFTLG4VhUw
Birmingham Breadworks,(205) 933-7517,105,4.5,1,"['2408 7th Ave S', 'Birmingham, AL 35233']",-86.7939376831055,33.509105682373,https://www.yelp.com/biz/birmingham-breadworks-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,mbde5klykml7eLJ0DNWDYA
Bottega Cafe,(205) 933-2001,148,4.0,2,"['2242 Highland Ave S', 'Birmingham, AL 35205']",-86.7898111,33.5024743,https://www.yelp.com/biz/bottega-cafe-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,55VYRTIDg-rRDcInqO8nWw
Back Forty Beer Company Birmingham,(205) 407-8025,152,4.5,2,"['3201 1st Ave N', 'Birmingham, AL 35222']",-86.7890403095116,33.5223386085871,https://www.yelp.com/biz/back-forty-beer-company-birmingham-birmingham-3?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,KAjo4YA6G46qpywWBcHsHw
Bongiorno,(205) 879-5947,54,3.5,2,"['68 Church St', 'Birmingham, AL 35213']",-86.756347,33.502452,https://www.yelp.com/biz/bongiorno-birmingham?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,_27Gu42zL8ylEkl-nVOTCQ
Newk's Eatery,(205) 777-0442,30,4.0,2,"['612 Montgomery Hwy', 'Ste 110', 'Vestavia Hills, AL 35216']",-86.7907373,33.4490353,https://www.yelp.com/biz/newks-eatery-vestavia-hills?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,YPOy59AlgRpc6hckekFwDg
Domino's Pizza,(205) 972-1220,11,3.5,1,"['3135 Cahaba Heights Rd', 'Ste 113', 'Vestavia, AL 35243']",-86.73618,33.4554199,https://www.yelp.com/biz/dominos-pizza-vestavia-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,BdIs05boQpp1SLRkpHxvbw
Papa Murphy's Take 'N' Bake Pizza,(205) 593-4001,2,4.0,0,"['3056 Healthy Way', 'Ste 140', 'Vestavia Hills, AL 35243']",-86.735698,33.4302193,https://www.yelp.com/biz/papa-murphys-vestavia-hills-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,EbkLjRnmy2adj4HhgfmjOw
Cicis Pizza,(205) 582-8098,36,3.0,1,"['808 Green Springs Hwy', 'Ste 132', 'Homewood, AL 35209']",-86.81963,33.46112,https://www.yelp.com/biz/cicis-pizza-homewood?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,0X2BJCrqDfPMZZQWE3-Uag
Your Pie,(205) 783-5152,21,3.5,1,"['1700 Urban Pkwy', 'Ste 640', 'Vestavia Hills, AL 35242']",-86.7025521004011,33.4803479949216,https://www.yelp.com/biz/your-pie-vestavia-hills?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,TPjR_oCrDjat2KBPAxcW7Q
Papa John's Pizza,(205) 951-7272,15,3.0,1,"['4500 Montevallo Rd', 'Ste A108', 'Birmingham, AL 35210']",-86.7275684681229,33.5208498678837,https://www.yelp.com/biz/papa-johns-pizza-birmingham-5?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AL,opj_yODd7iKkyQTnpo4-KQ
Saverio's Pizzeria,(907) 433-0002,107,4.5,0,"['530 E Benson Blvd', 'Anchorage, AK 99503']",-149.873864,61.192546,https://www.yelp.com/biz/saverios-pizzeria-anchorage-2?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,k8DCh7EDM1DyTey2GP-5lA
Moose's Tooth,(907) 258-2537,2354,4.5,2,"['3300 Old Seward Hwy', 'Anchorage, AK 99503']",-149.86878140741,61.1905345745827,https://www.yelp.com/biz/mooses-tooth-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,1c52QZlCSxaJFrg1cnkrKA
Luigi's Pizza,(907) 562-1920,33,4.0,2,"['5011 Arctic Blvd', 'Ste H', 'Anchorage, AK 99503']",-149.896942138672,61.1749649047852,https://www.yelp.com/biz/luigis-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,Ud0kNbuR1IIgGHHY9r_Dtg
Gaetano’s Brick Oven,(907) 602-2088,8,5.0,0,"['11460 Old Seward Hwy', 'Anchorage, AK 99515']",-149.864713,61.116921,https://www.yelp.com/biz/gaetano-s-brick-oven-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,NY6y4GzsS9Surw5d28fbhg
Lalo's Pizza Take Out,(907) 375-9723,29,4.5,2,"['5915 Lake Otis Pkwy', 'Ste 6', 'Anchorage, AK 99507']",-149.836410522461,61.1673431396484,https://www.yelp.com/biz/lalos-pizza-take-out-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,puMPqZ3H36nqSTUJ8ucKUw
Guido's Pizza,(907) 563-2222,66,3.5,2,"['549 W International Airport Rd', 'Anchorage, AK 99518']",-149.894115,61.174624,https://www.yelp.com/biz/guidos-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,un3ZNa2bee2-IgcvR9w54g
Hearth Artisan Pizza,(907) 222-0888,131,4.0,2,"['1200 W Northern Lights Blvd', 'Ste F', 'Anchorage, AK 99503']",-149.908733,61.1945227,https://www.yelp.com/biz/hearth-artisan-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,7lkkH4ZOQawC_CjP03sR9w
Uncle Joe's Pizzeria Downtown,(907) 279-3799,105,4.0,2,"['428 G St', 'Anchorage, AK 99501']",-149.8958728,61.21792,https://www.yelp.com/biz/uncle-joes-pizzeria-downtown-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,2Cou9pR72wo2qejxg9mEtw
Cecy's Pizza,(907) 770-7877,54,3.5,1,"['1172 Gambell St', 'Anchorage, AK 99501']",-149.871712,61.210959,https://www.yelp.com/biz/cecys-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,Kw5zYYlriUc6UuHgevSRIA
Napoli's Pizza,(907) 222-1116,55,4.0,1,"['1565 Bragaw St', 'Anchorage, AK 99508']",-149.80808,61.20702,https://www.yelp.com/biz/napolis-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,-m9kZmo88sjjsyuEdc5mOw
Pizza Olympia,(907) 561-5264,59,4.0,2,"['2809 Spenard Rd', 'Anchorage, AK 99503']",-149.9051608,61.1948896,https://www.yelp.com/biz/pizza-olympia-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,SNNyDetrlJ_ZqvupiAQRwA
Uncle Joe's Pizzeria,(907) 349-3799,63,4.0,2,"['11700 Old Seward Hwy', 'Anchorage, AK 99515']",-149.864441,61.11455,https://www.yelp.com/biz/uncle-joes-pizzeria-anchorage-4?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,YPTsxYxxb-Wn-7vMn-61ug
Milano's Pizza,(907) 569-6000,93,3.5,2,"['1207 W 36th Ave', 'Anchorage, AK 99503']",-149.906494140625,61.1882934570312,https://www.yelp.com/biz/milanos-pizza-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,PnyKcI5V44Fq-BT_GTIsKA
Great Alaska Pizza Company,(907) 274-3733,15,3.5,2,"['607 W Northern Lights Blvd', 'Anchorage, AK 99503']",-149.89492,61.19556,https://www.yelp.com/biz/great-alaska-pizza-company-anchorage-4?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,zr0sTqIxfEGKrtZpmiFAqw
Mountain Pies,(907) 202-0073,3,4.5,0,"['11460 Old Seward Hwy', 'Anchorage, AK 99515']",-149.864573,61.116941,https://www.yelp.com/biz/mountain-pies-anchorage?adjust_creative=hBm365OOlIcFvEG_U-b9IQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hBm365OOlIcFvEG_U-b9IQ,AK,H0n-aOkrR7hXNV28wCGsXQ
